Name,Ownership Type,Phone Number,Address,City,County,Zip,Coordinates,State,Image,Regular hours,Saturday Openint TImes,Sunday Opening Times,24-Hour Service,Starbucks Reserve-Clover Brewed,Oven-Warmed Food,Free Wi-Fi,Verismo System,Mobile Payment,Digital Rewards,La Boulange,Fizzio Handcrafted Sodas,Drive-Thru,Link
Highland & Franklin,Company Owned,323-850-7360,"1900 N Highland, 900682998  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900682998,"34.105349,-118.336826",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.105349,-118.336826&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/9159/us
Highway 4 & Balfour - Brentwood,Company Owned,925-516-4581,"8610 Brentwood Blvd., 945135686  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,945135686,"37.92705,-121.691939",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=37.92705,-121.691939&fov=90&heading=235&pitch=10",4:30 AM to 9:30 PM,4:30 AM to 10:00 PM,5:30 AM to 9:30 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,http://www.starbucks.com/store/16800/us
"Hill & Walnut, East Pasadena",Company Owned,626-440-1282,"161 N. Hill Avenue, 911061955  Los Angeles County, California",Pasadena - Los Angeles County,Los Angeles County,911061955,"34.148859,-118.12158",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.148859,-118.12158&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:30 AM to 10:00 PM,5:30 AM to 10:00 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/15759/us
"Hollywood & Highland, Hollywood",Company Owned,323-962-7414,"6801 Hollywood Blvd, 900286136  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900286136,"34.10133,-118.338908",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.10133,-118.338908&fov=90&heading=235&pitch=10",6:00 AM to 11:30 PM,6:00 AM to 12:30 AM,6:00 AM to 11:30 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16456/us
"Hollywood & McCadden, Hollywood",Company Owned,323-467-5534,"6745 Hollywood Blvd., 900284604  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900284604,"34.101702,-118.3373",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.101702,-118.3373&fov=90&heading=235&pitch=10",6:00 AM to 11:00 PM,6:00 AM to 12:30 AM,6:00 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/9009/us
"Hollywood & Orange, Hollywood",Company Owned,(323) 462-1602,"6933 Hollywood Blvd., 900286149  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900286149,"34.101547,-118.341444",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.101547,-118.341444&fov=90&heading=235&pitch=10",6:00 AM to 11:00 PM,6:00 AM to 12:00 AM,6:00 AM to 12:00 AM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/20071/us
Hollywood & Vine - Los Angeles,Company Owned,323-464-4601,"6290 West Hollywood Blvd, 90028  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,90028,"34.1014518737793,-118.326469421387",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.1014518737793,-118.326469421387&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:30 AM to 12:00 AM,5:30 AM to 12:00 AM,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/90032/us
"Hollywood & Western, Hollywood",Company Owned,323-462-5506,"5453 Hollywood Boulevard, 900273467  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900273467,"34.101916,-118.309025",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.101916,-118.309025&fov=90&heading=235&pitch=10",4:30 AM to 11:00 PM,4:30 AM to 11:30 PM,4:30 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16180/us
Hollywood Park Marketplace,Company Owned,310-412-1620,"3351 W. Century Blvd, 903031300  Los Angeles County, California",Inglewood - Los Angeles County,Los Angeles County,903031300,"33.945841,-118.331115",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.945841,-118.331115&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:00 AM to 11:30 PM,5:00 AM to 11:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/12825/us
"Hollywood Way & Airport Access, Bur",Company Owned,818-565-0571,"2555 North Hollywood Way, 915051061  Los Angeles County, California",Burbank - Los Angeles County,Los Angeles County,915051061,"34.195019,-118.348436",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.195019,-118.348436&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:30 AM to 9:30 PM,5:30 AM to 9:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/6568/us
Honolulu & Ocean View,Company Owned,818-248-7001,"2284 Honolulu Avenue, 910201638  Los Angeles County, California",La Crescenta - Los Angeles County,Los Angeles County,910201638,"34.2052764892578,-118.227821350098",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.2052764892578,-118.227821350098&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:30 AM to 11:00 PM,5:30 AM to 11:00 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/90325/us
Howard Hughes Ent. Center,Company Owned,310-645-5012,"6081 Center Drive, 900451576  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900451576,"33.977804,-118.391965",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.977804,-118.391965&fov=90&heading=235&pitch=10",5:30 AM to 9:00 PM,6:30 AM to 11:00 PM,6:30 AM to 9:00 PM,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/11211/us
Huntington & Buena Vista - Duarte,Company Owned,(626) 930-0651,"1155 Huntington Drive, 910102400  Los Angeles County, California",Duarte - Los Angeles County,Los Angeles County,910102400,"34.139599,-117.98101",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.139599,-117.98101&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,6:00 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16588/us
"Huntington & Fremont, S. Pasadena",Company Owned,323-255-1684,"1318 Huntington Drive, 910304579  Los Angeles County, California",South Pasadena - Los Angeles County,Los Angeles County,910304579,"34.104295,-118.152868",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.104295,-118.152868&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:00 AM to 11:00 PM,5:00 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/8704/us
Huntington Drive & San Gabriel,Company Owned,626-792-7111,"3007 Huntington Drive, 911075522  Los Angeles County, California",Pasadena - Los Angeles County,Los Angeles County,911075522,"34.12775,-118.091018",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.12775,-118.091018&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:00 AM to 10:30 PM,5:00 AM to 10:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16574/us
Hwy 12 & Hwy 26 - Valley Springs,Company Owned,209-772-2645,"200 E. Hwy 12, 952529494  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,952529494,"38.19177,-120.824835",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=38.19177,-120.824835&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/7956/us
Hyatt Regency Century Plaza,Licensed,310-228-1234,"2025 Avenue of the Stars, 900674701  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900674701,"34.057471,-118.415748",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.057471,-118.415748&fov=90&heading=235&pitch=10",6:00 AM to 3:00 PM,6:00 AM to 3:00 PM,6:00 AM to 3:00 PM,No,No,No,Yes,No,No,No,Yes,No,No,http://www.starbucks.com/store/17776/us
"I-5 & Rye Canyon, Valencia",Company Owned,661-775-0480,"28120 The Old Road, 913551003  Los Angeles County, California",Stevenson Ranch - Los Angeles County,Los Angeles County,913551003,"34.432797,-118.591035",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.432797,-118.591035&fov=90&heading=235&pitch=10",3:30 AM to 10:30 PM,3:30 AM to 11:00 PM,4:30 AM to 10:30 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/12835/us
"Imperial & Carmenita, Santa Fe Spri",Company Owned,5629269770,"13248 Imperial Highway, 906704818  Los Angeles County, California",Santa Fe Springs - Los Angeles County,Los Angeles County,906704818,"33.91673,-118.049406",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.91673,-118.049406&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,6:00 AM to 10:30 PM,6:00 AM to 9:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/12220/us
Imperial & La Mirada,Company Owned,562-943-3458,"15010 Imperial Hwy, 90638  Los Angeles County, California",La Mirada - Los Angeles County,Los Angeles County,90638,"33.9168891906738,-118.011520385742",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.9168891906738,-118.011520385742&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/1010337/us
"Indian Hill & I-10, Claremont",Company Owned,909-445-0896,"810 S. Indian Hill Blvd., 917115454  Los Angeles County, California",Claremont - Los Angeles County,Los Angeles County,917115454,"34.081073,-117.719007",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.081073,-117.719007&fov=90&heading=235&pitch=10",4:30 AM to 11:00 PM,5:00 AM to 11:30 PM,5:00 AM to 11:30 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/11817/us
"Jefferson & Centinela, Los Angeles",Company Owned,310-823-3479,"12313 Jefferson Blvd, 902306225  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,902306225,"33.981541,-118.409088",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.981541,-118.409088&fov=90&heading=235&pitch=10",4:30 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/6747/us
Kyoto Grand,Company Owned,213-687-9849,"120 S. Los Angeles Street, 900123724  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900123724,"34.050522,-118.242725",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.050522,-118.242725&fov=90&heading=235&pitch=10",4:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/9504/us
La Canada,Company Owned,818-790-7151,"475 Foothill Blvd., 910113555  Los Angeles County, California",La Cañada Flintridge - Los Angeles County,Los Angeles County,910113555,"34.200032,-118.188539",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.200032,-118.188539&fov=90&heading=235&pitch=10",4:30 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/18420/us
"La Cienega & Gregory Way, Beverly H",Company Owned,310-659-9562,"257 S. La Cienega Blvd., 902113301  Los Angeles County, California",Beverly Hills - Los Angeles County,Los Angeles County,902113301,"34.063584,-118.376354",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.063584,-118.376354&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:00 AM to 8:30 PM,5:30 AM to 8:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/15051/us
"La Cienega & Jefferson, Los Angeles",Company Owned,323-938-0821,"3344 S. La Cienega Blvd, 900163115  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900163115,"34.026772,-118.371795",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.026772,-118.371795&fov=90&heading=235&pitch=10",4:30 AM to 9:00 PM,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/18674/us
La Crescenta - Foothill & Rosemont,Company Owned,(818) 541-1477,"2627 Foothill Blvd., 912143511  Los Angeles County, California",La Crescenta - Los Angeles County,Los Angeles County,912143511,"34.222932,-118.236195",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.222932,-118.236195&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16531/us
LaBrea&SanVicente-LosAngeles,Company Owned,323-934-2408,"1258 South La Brea Ave, 900191628  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900191628,"34.050985,-118.344036",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.050985,-118.344036&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:30 AM to 10:00 PM,6:00 AM to 10:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/8970/us
Ladera Center,Company Owned,(310) 338-1297,"5301 Centinella Ave, 900452003  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900452003,"33.977549,-118.371929",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.977549,-118.371929&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,6:00 AM to 10:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/13350/us
"Lake & Orange Grove, Pasadena",Company Owned,626-797-1908,"743 N. Lake Ave, 91104  Los Angeles County, California",Pasadena - Los Angeles County,Los Angeles County,91104,"34.1587219238281,-118.132720947266",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.1587219238281,-118.132720947266&fov=90&heading=235&pitch=10",4:30 AM to 11:30 PM,4:30 AM to 11:30 PM,4:30 AM to 11:30 PM,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/1008996/us
"Lake Hughes & I-5, Castaic",Company Owned,661-257-2746,"31777 Castaic Road, 913843916  Los Angeles County, California",Castaic - Los Angeles County,Los Angeles County,913843916,"34.49563,-118.621535",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.49563,-118.621535&fov=90&heading=235&pitch=10",4:30 AM to 10:30 PM,5:00 AM to 10:30 PM,5:30 AM to 10:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/7011/us
"Lakewood & Artesia, Bellflower",Company Owned,562-804-5338,"17254 Lakewood Blvd., 907066222  Los Angeles County, California",Bellflower - Los Angeles County,Los Angeles County,907066222,"33.874989,-118.142364",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.874989,-118.142364&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,5:00 AM to 10:30 PM,5:30 AM to 10:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/8324/us
Lakewood & Cover,Company Owned,5624295237,"3821 Lakewood Blvd., 90808  Los Angeles County, California",Long Beach - Los Angeles County,Los Angeles County,90808,"33.8291015625,-118.1435546875",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.8291015625,-118.1435546875&fov=90&heading=235&pitch=10",4:30 AM to 11:00 PM,4:30 AM to 11:00 PM,4:30 AM to 11:00 PM,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/1005308/us
"Lakewood & Stewart and Gray, Downey",Company Owned,562-803-0950,"12016 Lakewood Blvd., 902422661  Los Angeles County, California",Downey - Los Angeles County,Los Angeles County,902422661,"33.925131191253,-118.13157031597",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.925131191253,-118.13157031597&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:30 AM to 11:30 PM,5:30 AM to 11:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/8545/us
"Lakewood & Telegraph, Downey",Company Owned,562-862-6326,"8801 Lakewood Blvd., 902402301  Los Angeles County, California",Downey - Los Angeles County,Los Angeles County,902402301,"33.961079,-118.110757",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.961079,-118.110757&fov=90&heading=235&pitch=10",4:30 AM to 11:30 PM,5:30 AM to 11:30 PM,5:30 AM to 11:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/9874/us
Lakewood Center Breve,Company Owned,562-531-4533,"208 LAKEWOOD CENTER MALL, 907122422  Los Angeles County, California",Lakewood - Los Angeles County,Los Angeles County,907122422,"33.851385,-118.138189",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.851385,-118.138189&fov=90&heading=235&pitch=10",8:00 AM to 9:00 PM,8:00 AM to 8:00 PM,9:00 AM to 7:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/15438/us
Lankershim & Magnolia - N. Hollywoo,Company Owned,818-487-9226,"5166 A Lankershim Blvd, 916013799  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,916013799,"34.164676,-118.374123",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.164676,-118.374123&fov=90&heading=235&pitch=10",5:00 AM to 10:30 PM,5:30 AM to 10:30 PM,6:00 AM to 10:30 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/15922/us
"Las Tunas & Rosemead, Temple City",Company Owned,626-614-8004,"5705 Rosemead Blvd, 917801830  Los Angeles County, California",Temple City - Los Angeles County,Los Angeles County,917801830,"34.103637,-118.073663",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.103637,-118.073663&fov=90&heading=235&pitch=10",5:00 AM to 10:30 PM,5:00 AM to 11:00 PM,5:00 AM to 10:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/17626/us
"Laurel Canyon & Riverside, North Ho",Company Owned,818-754-8123,"4800 Laurel Canyon Blvd, 916073717  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,916073717,"34.157797,-118.396241",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.157797,-118.396241&fov=90&heading=235&pitch=10",4:15 AM to 10:30 PM,5:00 AM to 11:00 PM,5:30 AM to 10:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/8889/us
LAX - Great Hall,Licensed,,"1 World Way, 90045  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,90045,"33.9453086853027,-118.399490356445",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.9453086853027,-118.399490356445&fov=90&heading=235&pitch=10",,,,No,No,No,No,No,No,Yes,Yes,No,No,http://www.starbucks.com/store/1006384/us
